24	36	48	60	72	84	96	108	120
25	37	49	61	73	85	97	109	121
26	38	50	62	74	86	98	110	122
27	39	51	63	75	87	99	111	123
28	40	52	64	76	88	100	112	124
29	41	53	65	77	89	101	113	125
30	42	54	66	78	90	102	114	126
31	43	55	67	79	91	103	115	127
32	44	56	68	80	92	104	116	127
33	45	57	69	81	93	105	117	127
34	46	58	70	82	94	106	118	127
35	47	59	71	83	95	107	119	127
